RESTAURANT,USER_NAME,REVIEW_DATE,REVIEW_STARS
"Ritz Restaurant",sokrates0...,9/16/2015,5.0000
"Ritz Restaurant","Tatiana S",9/13/2015,5.0000
"Ritz Restaurant","Zofia S",9/11/2015,3.0000
"Ritz Restaurant","Beata B",9/10/2015,5.0000
"Ritz Restaurant",claudiak5...,9/8/2015,5.0000
"Ritz Restaurant",_Vol_84,9/2/2015,5.0000
"Ritz Restaurant",AnnaT63,9/2/2015,4.0000
"Ritz Restaurant",jymand,9/2/2015,3.0000
"Ritz Restaurant",7voyageur...,9/1/2015,4.0000
"Ritz Restaurant",Sarelka,9/1/2015,3.0000
"Ritz Restaurant",Arnfrid50...,8/29/2015,5.0000
"Ritz Restaurant","Janie V",8/26/2015,5.0000
"Ritz Restaurant","Carlo C",8/25/2015,4.0000
"Ritz Restaurant","Thanh Bin...",8/24/2015,5.0000
"Ritz Restaurant",LucasioLu...,8/22/2015,4.0000
"Ritz Restaurant",Aleksandr...,8/21/2015,5.0000
"Ritz Restaurant","Frank G",8/19/2015,5.0000
"Ritz Restaurant",Andy9484,8/19/2015,5.0000
"Ritz Restaurant","Marek P",8/17/2015,3.0000
"Ritz Restaurant","Piotr R",8/13/2015,4.0000
"Ritz Restaurant","Dieter K",8/10/2015,1.0000
"Ritz Restaurant",Rosman23,8/9/2015,5.0000
"Ritz Restaurant","Aneta N",8/9/2015,5.0000
"Ritz Restaurant","Adam Z",8/3/2015,5.0000
"Ritz Restaurant","Gosia P",8/2/2015,5.0000
"Ritz Restaurant","Mateusz J",8/2/2015,5.0000
"Ritz Restaurant","Trine T",7/31/2015,5.0000
"Ritz Restaurant","Lidia K",7/29/2015,5.0000
"Ritz Restaurant","Adam C",7/25/2015,5.0000
"Ritz Restaurant","Rafal S",7/19/2015,5.0000
"Ritz Restaurant","Mateusz L",7/13/2015,5.0000
"Ritz Restaurant",Boguslaw...,7/10/2015,5.0000
"Ritz Restaurant",krosno12,7/8/2015,5.0000
"Ritz Restaurant","ukasz Z",7/8/2015,5.0000
"Ritz Restaurant",ulla0309,7/7/2015,5.0000
"Ritz Restaurant","Lech W",6/19/2015,5.0000
"Ritz Restaurant","Pawe G",6/14/2015,4.0000
"Ritz Restaurant",Aleksande...,6/13/2015,5.0000
"Ritz Restaurant",JacekGd84,6/3/2015,5.0000
"Ritz Restaurant",Azja505,6/2/2015,5.0000
"Ritz Restaurant",biszek76,5/26/2015,5.0000
"Ritz Restaurant",Valeduck,5/23/2015,5.0000
"Ritz Restaurant",Izabela19...,5/22/2015,5.0000
"Ritz Restaurant","Mariusz P",5/12/2015,5.0000
"Ritz Restaurant","Arne J",4/18/2015,5.0000
"Ritz Restaurant","ola a",4/12/2015,5.0000
"Ritz Restaurant",Weronika...,3/25/2015,5.0000
"Ritz Restaurant",Wojciech...,3/4/2015,5.0000
"Ritz Restaurant",jasiek111...,3/22/2015,5.0000
"Ritz Restaurant",Krzysztof...,3/18/2015,5.0000
"Ritz Restaurant",Globtrote...,2/23/2015,5.0000
"Ritz Restaurant",klarakota,1/5/2015,5.0000
"Ritz Restaurant",polomka,12/11/2014,5.0000
"Ritz Restaurant","Piotr C",12/4/2014,5.0000
"Ritz Restaurant",mireklh,10/28/2014,5.0000
"Ritz Restaurant","Anita T",10/27/2014,5.0000
"Ritz Restaurant",115riker,10/25/2014,5.0000
"Ritz Restaurant","Bart S",10/24/2014,2.0000
"Ritz Restaurant",Arkadius...,10/12/2014,5.0000
"Ritz Restaurant","Daniel B",10/11/2014,5.0000
"Ritz Restaurant",cleopathr...,9/30/2014,3.0000
"Prologue Restaurant & Bar",K143A,11/18/2015,5.0000
"Prologue Restaurant & Bar",Maddawg01,11/16/2015,5.0000
"Prologue Restaurant & Bar","Rose N",11/14/2015,5.0000
"Prologue Restaurant & Bar",irishediger,11/13/2015,5.0000
"Prologue Restaurant & Bar",eri_spelo,11/12/2015,5.0000
"Prologue Restaurant & Bar","Michael P",11/5/2015,3.0000
"Prologue Restaurant & Bar","Tori K",10/29/2015,5.0000
"Prologue Restaurant & Bar",malcjones,10/29/2015,4.0000
"Prologue Restaurant & Bar","Unni S",10/29/2015,4.0000
"Prologue Restaurant & Bar","Nadia S",10/29/2015,5.0000
"Prologue Restaurant & Bar","Thomas M",10/29/2015,3.0000
"Prologue Restaurant & Bar",Leopold67,10/29/2015,5.0000
"Prologue Restaurant & Bar",Mabe31,10/22/2015,5.0000
"Prologue Restaurant & Bar",CarolineFryer,10/22/2015,5.0000
"Prologue Restaurant & Bar","Kristian N",10/22/2015,3.0000
"Prologue Restaurant & Bar",anniekdebakker,10/22/2015,5.0000
"Prologue Restaurant & Bar","Sascha S",10/22/2015,5.0000
"Prologue Restaurant & Bar","tony w",10/22/2015,5.0000
"Prologue Restaurant & Bar",Geophysicsman,10/14/2015,4.0000
"Prologue Restaurant & Bar",Taylordiva,10/12/2015,5.0000
"Prologue Restaurant & Bar",Pine07,10/8/2015,5.0000
"Prologue Restaurant & Bar",759quintend,10/8/2015,4.0000
"Prologue Restaurant & Bar","Tiina P",10/8/2015,5.0000
"Prologue Restaurant & Bar",jojimbo,10/6/2015,5.0000
"Prologue Restaurant & Bar",telali2,10/4/2015,5.0000
"Prologue Restaurant & Bar","Tony L",9/30/2015,5.0000
"Prologue Restaurant & Bar","Alice E",9/23/2015,5.0000
"Prologue Restaurant & Bar","Jakub P",9/19/2015,3.0000
"Prologue Restaurant & Bar",smarsman,9/18/2015,4.0000
"Prologue Restaurant & Bar","PlasmaMedia P",9/16/2015,5.0000
"Prologue Restaurant & Bar",SuusjeEindhoven,9/15/2015,5.0000
"Prologue Restaurant & Bar",elkabelka,9/15/2015,4.0000
"Prologue Restaurant & Bar","Mikko T",9/15/2015,4.0000
"Prologue Restaurant & Bar",designminkey,9/14/2015,5.0000
"Prologue Restaurant & Bar",petervandenbroek2014,9/14/2015,5.0000
"Prologue Restaurant & Bar",Jimmi_DK,9/13/2015,5.0000
"Prologue Restaurant & Bar","Aaron H",9/13/2015,5.0000
"Prologue Restaurant & Bar",BIBW,9/4/2015,5.0000
"Prologue Restaurant & Bar","Claire F",9/2/2015,5.0000
"Prologue Restaurant & Bar",beckyrolph,8/31/2015,5.0000
"Prologue Restaurant & Bar",Emil91h,11/18/2015,5.0000
"Prologue Restaurant & Bar","Marco T",11/17/2015,5.0000
"Prologue Restaurant & Bar",nuriapimp...,11/16/2015,5.0000
"Prologue Restaurant & Bar","Emma J",11/16/2015,5.0000
"Prologue Restaurant & Bar","Jerzy A",11/16/2015,3.0000
"Prologue Restaurant & Bar","z z",11/12/2015,4.0000
"Prologue Restaurant & Bar","Tina A",11/12/2015,4.0000
"Prologue Restaurant & Bar",Agnieszka...,11/12/2015,5.0000
"Prologue Restaurant & Bar",Angielika...,11/12/2015,5.0000
"Prologue Restaurant & Bar","Ewa Z",11/12/2015,5.0000
"Prologue Restaurant & Bar",Elisabeth...,11/12/2015,4.0000
"Prologue Restaurant & Bar","Morten L",11/5/2015,5.0000
"Prologue Restaurant & Bar","ukasz L",11/5/2015,5.0000
"Prologue Restaurant & Bar",lallabenn...,11/5/2015,5.0000
"Prologue Restaurant & Bar","Trine F",10/29/2015,5.0000
"Prologue Restaurant & Bar",jhq-4370,10/29/2015,5.0000
"Prologue Restaurant & Bar",mosto78,10/29/2015,5.0000
"Prologue Restaurant & Bar",arnteivin...,10/29/2015,5.0000
"Prologue Restaurant & Bar",2Luigi,10/29/2015,5.0000
"Prologue Restaurant & Bar","Ma R",10/29/2015,5.0000
"Prologue Restaurant & Bar",Kristoffe...,10/22/2015,5.0000
"Prologue Restaurant & Bar",PureAs,10/22/2015,5.0000
"Prologue Restaurant & Bar",Pieprzowy,10/22/2015,4.0000
"Prologue Restaurant & Bar",anna_glow...,10/22/2015,1.0000
"Prologue Restaurant & Bar","Monika O",9/9/2015,5.0000
"Prologue Restaurant & Bar","Pawe M",10/22/2015,4.0000
"Prologue Restaurant & Bar",Benedicte...,10/12/2015,5.0000
"Prologue Restaurant & Bar","Trude T",10/6/2015,5.0000
"Prologue Restaurant & Bar","Pawe W",10/5/2015,5.0000
"Prologue Restaurant & Bar",Krzysztof...,10/4/2015,3.0000
"Prologue Restaurant & Bar","D B",9/29/2015,5.0000
"Prologue Restaurant & Bar","Juanjo M",9/29/2015,4.0000
"Prologue Restaurant & Bar",Oda111,9/27/2015,5.0000
"Prologue Restaurant & Bar","Heidi J",9/26/2015,5.0000
"Prologue Restaurant & Bar","Hannes D",9/26/2015,5.0000
"Prologue Restaurant & Bar",Christine...,9/26/2015,5.0000
"Prologue Restaurant & Bar",gwaram,9/24/2015,3.0000
"Prologue Restaurant & Bar","Marc a",9/22/2015,5.0000
"Prologue Restaurant & Bar",GKonovale...,9/21/2015,4.0000
"Prologue Restaurant & Bar",pumse,9/21/2015,5.0000
"Prologue Restaurant & Bar","Lars B",9/20/2015,5.0000
"Prologue Restaurant & Bar","Anna S",9/19/2015,5.0000
"Prologue Restaurant & Bar","Sandra G",9/18/2015,5.0000
"Prologue Restaurant & Bar","parzy k",9/17/2015,5.0000
"Prologue Restaurant & Bar","Geir S",9/13/2015,5.0000
"Prologue Restaurant & Bar",Stanisaw...,9/13/2015,5.0000
"Prologue Restaurant & Bar","Zofia S",9/11/2015,5.0000
"Prologue Restaurant & Bar","MEZZE Syl...",9/11/2015,5.0000
"Prologue Restaurant & Bar","Barsow S",9/10/2015,5.0000
"Prologue Restaurant & Bar",tove134,9/9/2015,5.0000
"Prologue Restaurant & Bar","Piotr M",9/9/2015,5.0000
"Prologue Restaurant & Bar","Agata C",9/8/2015,5.0000
"Prologue Restaurant & Bar","Peter W",9/8/2015,5.0000
"Prologue Restaurant & Bar","Gosia S",9/6/2015,5.0000
"Prologue Restaurant & Bar",NazwaNieM...,9/3/2015,5.0000
"Prologue Restaurant & Bar","Atle L",9/2/2015,5.0000
"Prologue Restaurant & Bar",blossbook...,8/30/2015,5.0000
"Pierogarnia Mandu","Jakub P",11/12/2015,3.0000
"Pierogarnia Mandu","Wout V",11/12/2015,5.0000
"Pierogarnia Mandu",EboracumYork,10/29/2015,5.0000
"Pierogarnia Mandu","Artur G",10/29/2015,4.0000
"Pierogarnia Mandu",anniekdebakker,10/22/2015,3.0000
"Pierogarnia Mandu",WKNDWa,10/22/2015,5.0000
"Pierogarnia Mandu",Celestine89,10/12/2015,5.0000
"Pierogarnia Mandu",telali2,10/4/2015,5.0000
"Pierogarnia Mandu",reichski,10/2/2015,4.0000
"Pierogarnia Mandu","Chista N",11/12/2014,5.0000
"Pierogarnia Mandu",lynnhurley,10/1/2015,3.0000
"Pierogarnia Mandu","Stephen B",9/29/2015,4.0000
"Pierogarnia Mandu",reisefantomet,9/22/2015,4.0000
"Pierogarnia Mandu",Fielina1234,9/20/2015,5.0000
"Pierogarnia Mandu",elkabelka,9/18/2015,4.0000
"Pierogarnia Mandu","Maurice w",9/13/2015,5.0000
"Pierogarnia Mandu","Alice L",9/13/2015,5.0000
"Pierogarnia Mandu","Reneta N",9/12/2015,5.0000
"Pierogarnia Mandu",Iirme,9/10/2015,5.0000
"Pierogarnia Mandu","Justyna K",9/8/2015,5.0000
"Pierogarnia Mandu","Al H",9/6/2015,5.0000
"Pierogarnia Mandu","Piotr K",9/6/2015,5.0000
"Pierogarnia Mandu",artsta,9/2/2015,4.0000
"Pierogarnia Mandu",Andreea_C_Hristu,8/28/2015,2.0000
"Pierogarnia Mandu","Paul S",8/22/2015,5.0000
"Pierogarnia Mandu",DanimalBWI,8/22/2015,4.0000
"Pierogarnia Mandu",0,9/20/2015,5.0000
"Pierogarnia Mandu","Jose G",8/3/2015,5.0000
"Pierogarnia Mandu","Stein S",7/27/2015,5.0000
"Pierogarnia Mandu","Natalie C",7/26/2015,5.0000
"Pierogarnia Mandu","Nadia X",7/25/2015,5.0000
"Pierogarnia Mandu","29fabbe29 .",7/22/2015,3.0000
"Pierogarnia Mandu","De K",7/19/2015,5.0000
"Pierogarnia Mandu",krysti2014,7/9/2015,5.0000
"Pierogarnia Mandu","thuy t",7/7/2015,5.0000
"Pierogarnia Mandu",Tapio31,7/7/2015,3.0000
"Pierogarnia Mandu","Ewa W",7/7/2015,3.0000
"Pierogarnia Mandu","Domi N",7/6/2015,5.0000
"Pierogarnia Mandu","Mateusz K",7/5/2015,4.0000
"Pierogarnia Mandu",Jacek-Tomasz,6/30/2015,4.0000
"Pierogarnia Mandu","Kefah A",6/30/2015,5.0000
"Pierogarnia Mandu",TimTimTim87,6/28/2015,5.0000
"Pierogarnia Mandu","Aykut I",6/26/2015,5.0000
"Pierogarnia Mandu",jujitsu77,6/22/2015,4.0000
"Pierogarnia Mandu","Zeke D",6/18/2015,5.0000
"Pierogarnia Mandu",Noz1,6/18/2015,5.0000
"Pierogarnia Mandu","Agata O",6/16/2015,3.0000
"Pierogarnia Mandu",nmitsides1,6/14/2015,4.0000
"Pierogarnia Mandu",marcowy,6/9/2015,4.0000
"Pierogarnia Mandu","PiratesOf K",6/8/2015,5.0000
"Pierogarnia Mandu","Alicja M",6/6/2015,4.0000
"Pierogarnia Mandu",pawel_hbg,6/1/2015,4.0000
"Pierogarnia Mandu",lordfarquart,5/21/2015,5.0000
"Pierogarnia Mandu","Amy S",5/21/2015,4.0000
"Pierogarnia Mandu",Ch-Henry,5/18/2015,5.0000
"Pierogarnia Mandu","Ivana P",5/17/2015,5.0000
"Pierogarnia Mandu","Cara L",5/4/2015,5.0000
"Pierogarnia Mandu",shirleyandroman,5/3/2015,4.0000
"Pierogarnia Mandu",garybasing,4/28/2015,5.0000
"Pierogarnia Mandu","Oktawia B",4/26/2015,5.0000
"Pierogarnia Mandu","Kasia Z",4/24/2015,5.0000
"Pierogarnia Mandu","Tom H",4/15/2015,5.0000
"Pierogarnia Mandu","Lucy N",4/5/2015,5.0000
"Pierogarnia Mandu",MakaiTamas,3/17/2015,5.0000
"Pierogarnia Mandu","Jasia P",3/14/2015,5.0000
"Pierogarnia Mandu","Anssi M",3/8/2015,4.0000
"Pierogarnia Mandu","James M",2/19/2015,5.0000
"Pierogarnia Mandu",MC_657,2/18/2015,3.0000
"Pierogarnia Mandu","Pola G",1/26/2015,4.0000
"Pierogarnia Mandu",thearndt,1/23/2015,5.0000
"Pierogarnia Mandu",Mbator,1/22/2015,5.0000
"Pierogarnia Mandu","Dominik M",12/24/2014,3.0000
"Pierogarnia Mandu","Asia F",12/19/2014,5.0000
"Pierogarnia Mandu","Yasmina R",12/1/2014,5.0000
"Pierogarnia Mandu",FrequentFlier100,11/18/2014,5.0000
"Pierogarnia Mandu",JacobVanders,10/23/2014,5.0000
"Pierogarnia Mandu",GosiaKJ,10/15/2014,5.0000
"Pierogarnia Mandu",stkarcz,8/26/2014,5.0000
"Pierogarnia Mandu",Dominika...,6/24/2015,4.6667
"Pierogarnia Mandu","Dorota M",11/14/2015,5.0000
"Pierogarnia Mandu",Smakoszzz,11/12/2015,4.0000
"Pierogarnia Mandu",SeMiGa,11/12/2015,5.0000
"Pierogarnia Mandu",seboprzy,11/12/2015,5.0000
"Pierogarnia Mandu",mgr6,11/5/2015,5.0000
"Pierogarnia Mandu",450dr1967,11/5/2015,5.0000
"Pierogarnia Mandu","Magda T",11/5/2015,5.0000
"Pierogarnia Mandu","Daria S",10/29/2015,5.0000
"Pierogarnia Mandu","Jenny T",10/29/2015,3.0000
"Pierogarnia Mandu",bboczula,10/29/2015,5.0000
"Pierogarnia Mandu","Maren H",10/29/2015,5.0000
"Pierogarnia Mandu",JoannaGgg,10/29/2015,5.0000
"Pierogarnia Mandu",siemadenm...,10/29/2015,5.0000
"Pierogarnia Mandu",Monia70Ro...,10/29/2015,5.0000
"Pierogarnia Mandu",Ania_Gral...,10/22/2015,4.0000
"Pierogarnia Mandu",mgdansk,10/22/2015,2.0000
"Pierogarnia Mandu",Sycyliana,6/30/2015,4.0000
"Pierogarnia Mandu",pmalina6,10/22/2015,4.0000
"Pierogarnia Mandu",Jarek82,10/22/2015,5.0000
"Pierogarnia Mandu","Monika H",10/15/2015,5.0000
"Pierogarnia Mandu","Hans v",10/14/2015,5.0000
"Pierogarnia Mandu","Olga N",10/8/2015,5.0000
"Pierogarnia Mandu",Agnieszka...,6/22/2015,4.6667
"Pierogarnia Mandu",Aleksandr...,10/2/2015,5.0000
"Pierogarnia Mandu","Zibi J",10/1/2015,5.0000
"Pierogarnia Mandu",SuperFere...,9/30/2015,5.0000
"Pierogarnia Mandu",kaja275,9/27/2015,5.0000
"Pierogarnia Mandu","Julas K",9/26/2015,5.0000
"Pierogarnia Mandu","Justyna W",9/26/2015,5.0000
"Pierogarnia Mandu","Izabela S",9/25/2015,5.0000
"Pierogarnia Mandu",karolkafe,9/23/2015,5.0000
"Pierogarnia Mandu","Paolo N",9/17/2015,5.0000
"Pierogarnia Mandu","Jitka F",9/15/2015,5.0000
"Pierogarnia Mandu",sofieliza...,9/15/2015,5.0000
"Pierogarnia Mandu",nooravag,9/13/2015,5.0000
"Pierogarnia Mandu",SecretBlo...,9/13/2015,5.0000
"Pierogarnia Mandu",w0jtunio,9/12/2015,5.0000
"Pierogarnia Mandu","Adam K",9/11/2015,5.0000
"Pierogarnia Mandu","Szymon L",9/10/2015,5.0000
"Pierogarnia Mandu","Dorota H",9/9/2015,5.0000
"Pierogarnia Mandu",IzaU2013,9/9/2015,5.0000
"Pierogarnia Mandu",zwiatremw...,9/9/2015,4.0000
"Pierogarnia Mandu","Bartosz K",9/9/2015,5.0000
"Pierogarnia Mandu",Freeqy,9/7/2015,5.0000
"Pierogarnia Mandu","Jakub S",9/7/2015,5.0000
"Pierogarnia Mandu","david v",9/5/2015,4.0000
"Pierogarnia Mandu",Krzysztof...,9/3/2015,5.0000
"Pierogarnia Mandu",Karolina...,9/3/2015,5.0000
"Pierogarnia Mandu","Kasia M",9/2/2015,4.0000
"Pierogarnia Mandu",karolcia9...,9/2/2015,5.0000
"Pierogarnia Mandu","Marcin S",9/1/2015,5.0000
"Pierogarnia Mandu","Klaudia Z",9/1/2015,5.0000
"Pierogarnia Mandu","Ola T",8/31/2015,5.0000
"Pierogarnia Mandu",Agatanero...,8/30/2015,2.0000
"Pierogarnia Mandu","Pah T",8/30/2015,3.0000
"Pierogarnia Mandu",Damian199...,8/29/2015,4.0000
"Pierogarnia Mandu","Monica C",8/27/2015,5.0000
"Pierogarnia Mandu",juuulian,8/27/2015,5.0000
"Pierogarnia Mandu",StefMilan...,8/24/2015,5.0000
"Pierogarnia Mandu","Peppe L",8/23/2015,5.0000
"Pierogarnia Mandu","Denis B",8/22/2015,5.0000
"Pierogarnia Mandu","Kamil W",8/19/2015,2.0000
"Pierogarnia Mandu",Monika_i...,8/19/2015,5.0000
"Pierogarnia Mandu","Do R",8/17/2015,5.0000
"Pierogarnia Mandu",NazwaNieM...,8/17/2015,5.0000
"Pierogarnia Mandu","Marta N",8/17/2015,2.0000
"Pierogarnia Mandu",Aleandro...,8/15/2015,5.0000
"Pierogarnia Mandu","Karol B",8/15/2015,5.0000
"Pierogarnia Mandu",Sebastian...,8/13/2015,5.0000
"Pierogarnia Mandu","Cihan A",8/13/2015,4.0000
"Pierogarnia Mandu",Mignonka,8/9/2015,5.0000
"Pierogarnia Mandu","Szymon J",8/8/2015,5.0000
"Pierogarnia Mandu",navigate1...,8/7/2015,3.0000
"Pierogarnia Mandu","ANDRU S",8/7/2015,5.0000
"Pierogarnia Mandu","Natalia L",8/5/2015,5.0000
"Pierogarnia Mandu","Micha S",8/1/2015,5.0000
"Pierogarnia Mandu",67jac,7/31/2015,5.0000
"Pierogarnia Mandu",Vlad870,7/30/2015,5.0000
"Pierogarnia Mandu",hofander,7/28/2015,5.0000
"Pierogarnia Mandu",Krystian...,7/27/2015,4.0000
"Pierogarnia Mandu",olciaik,7/25/2015,5.0000
"Pierogarnia Mandu","Lena H",7/22/2015,3.0000
"Pierogarnia Mandu","To Ja S",7/21/2015,5.0000
"Pierogarnia Mandu",Karorzech,7/18/2015,4.0000
"Pierogarnia Mandu",Biker-Tho...,7/16/2015,5.0000
"Pierogarnia Mandu",clio_sele...,7/16/2015,5.0000
"Pierogarnia Mandu","Agata S",7/15/2015,5.0000
"Pierogarnia Mandu",Aliai14,7/14/2015,5.0000
"Pierogarnia Mandu","Julita S",7/12/2015,4.0000
"Pierogarnia Mandu",Patrycja...,7/12/2015,5.0000
"Pierogarnia Mandu",KarlaWu,7/12/2015,4.0000
"Pierogarnia Mandu","Piotrek K",7/12/2015,5.0000
"Pierogarnia Mandu",moab_13,7/12/2015,5.0000
"Pierogarnia Mandu","Janek K",7/11/2015,5.0000
"Pierogarnia Mandu",Caroline...,7/11/2015,5.0000
"Pierogarnia Mandu",Kallveris,7/9/2015,5.0000
"Pierogarnia Mandu",KPNTN,7/7/2015,3.0000
"Pierogarnia Mandu",Alutka95,7/5/2015,5.0000
"Pierogarnia Mandu",Annomon,7/3/2015,5.0000
"Pierogarnia Mandu",Svietik,6/30/2015,5.0000
"Pierogarnia Mandu",Vladimir...,6/30/2015,5.0000
"Pierogarnia Mandu","Mateusz M",6/30/2015,5.0000
"Pierogarnia Mandu","Filip D",6/28/2015,5.0000
"Pierogarnia Mandu","Kaya Z",6/20/2015,5.0000
"Pierogarnia Mandu",vanilla16...,6/20/2015,5.0000
"Pierogarnia Mandu",Lemmra,6/17/2015,4.0000
"Pierogarnia Mandu","Camille B",6/15/2015,5.0000
"Pierogarnia Mandu",kaczmarol...,6/12/2015,5.0000
"Pierogarnia Mandu",tenkoloro...,6/9/2015,5.0000
"Pierogarnia Mandu",wbielawsk...,6/9/2015,3.0000
"Pierogarnia Mandu",Pawlikowa,6/9/2015,5.0000
"Pierogarnia Mandu",Malgorzat...,6/5/2015,5.0000
"Pierogarnia Mandu",PJOTromss...,6/1/2015,5.0000
"Pierogarnia Mandu",RudyUS,5/30/2015,5.0000
"Pierogarnia Mandu",Donatella...,5/27/2015,5.0000
"Pierogarnia Mandu","Marta C",5/26/2015,5.0000
"Pierogarnia Mandu",Pitforek,5/20/2015,5.0000
"Pierogarnia Mandu",anieczka,5/18/2015,5.0000
"Pierogarnia Mandu","Elena K",5/16/2015,5.0000
"Pierogarnia Mandu","Marco G",5/15/2015,5.0000
"Pierogarnia Mandu",Raffik000...,5/15/2015,4.0000
"Pierogarnia Mandu","Darek C",5/13/2015,5.0000
"Pierogarnia Mandu","Marta J",5/11/2015,4.0000
"Pierogarnia Mandu","Jan A",5/10/2015,5.0000
"Pierogarnia Mandu","Robert T",5/6/2015,5.0000
"Pierogarnia Mandu","Nina W",5/5/2015,3.0000
"Pierogarnia Mandu","Jana W",5/5/2015,5.0000
"Pierogarnia Mandu",ThaMik,5/2/2015,5.0000
"Pierogarnia Mandu","Tomasz K",5/1/2015,5.0000
"Pierogarnia Mandu","Joanna M",5/1/2015,5.0000
"Pierogarnia Mandu","Asa S",4/28/2015,5.0000
"Pierogarnia Mandu",Acantus,4/28/2015,4.0000
"Pierogarnia Mandu","W Z",4/26/2015,3.0000
"Pierogarnia Mandu",BerlinFra...,4/26/2015,5.0000
"Pierogarnia Mandu","Paulina E...",4/26/2015,5.0000
"Pierogarnia Mandu",murlesia,4/20/2015,4.0000
